Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","16.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","15.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","16.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","16.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","15.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","17","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","17.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","16.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","18","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","17.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","17.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","18.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20212023","2021-2023","million No","18","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20212023","2021-2023","million No","17.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20212023","2021-2023","million No","18.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","14.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","14","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","15.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","15.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","15.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","16.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","16.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","16.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","17.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","17.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","17","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","17.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20212023","2021-2023","million No","17.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20212023","2021-2023","million No","17.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20212023","2021-2023","million No","18","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20002002","2000-2002","%","25.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","24.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","22.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","21.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20042006","2004-2006","%","21.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20052007","2005-2007","%","22.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20062008","2006-2008","%","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20072009","2007-2009","%","22.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20082010","2008-2010","%","22.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20092011","2009-2011","%","20.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20102012","2010-2012","%","18.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20112013","2011-2013","%","15.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20122014","2012-2014","%","16.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20132015","2013-2015","%","17.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20142016","2014-2016","%","20.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20152017","2015-2017","%","21.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20162018","2016-2018","%","23.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20172019","2017-2019","%","27.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20182020","2018-2020","%","30.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20192021","2019-2021","%","31.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20202022","2020-2022","%","30.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20002002","2000-2002","%","4.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20012003","2001-2003","%","4.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20022004","2002-2004","%","4.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20032005","2003-2005","%","4.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20042006","2004-2006","%","4.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20052007","2005-2007","%","4.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20062008","2006-2008","%","4.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20072009","2007-2009","%","5","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20082010","2008-2010","%","5.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20092011","2009-2011","%","5.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20102012","2010-2012","%","5.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20112013","2011-2013","%","5.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20122014","2012-2014","%","5.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20132015","2013-2015","%","5.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20142016","2014-2016","%","5.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20152017","2015-2017","%","6.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20162018","2016-2018","%","6.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20172019","2017-2019","%","6.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20182020","2018-2020","%","6.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20192021","2019-2021","%","6.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20202022","2020-2022","%","6.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20002002","2000-2002","%","6","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20012003","2001-2003","%","6","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20022004","2002-2004","%","6","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20032005","2003-2005","%","6","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20042006","2004-2006","%","6","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20052007","2005-2007","%","6","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20062008","2006-2008","%","8","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20072009","2007-2009","%","9","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20082010","2008-2010","%","10","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20092011","2009-2011","%","10","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20102012","2010-2012","%","10","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20112013","2011-2013","%","9","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20122014","2012-2014","%","9","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20132015","2013-2015","%","10","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20142016","2014-2016","%","11","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20152017","2015-2017","%","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20162018","2016-2018","%","13","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20172019","2017-2019","%","14","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20182020","2018-2020","%","15","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20192021","2019-2021","%","16","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20202022","2020-2022","%","17","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2000","2000","","-1.39","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","","-0.86","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","","-1.56","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","","-1.71","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2005","2005","","-1.18","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2006","2006","","-1.64","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2007","2007","","-1.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","","-1.78","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2009","2009","","-1.73","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2010","2010","","-1.65","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2011","2011","","-1.39","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2012","2012","","-1.19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2013","2013","","-1.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2014","2014","","-0.71","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2015","2015","","-0.85","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2016","2016","","-1.38","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-1.19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.93","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.78","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.98","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2022","2022","","-0.71","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2000","2000","kcal/cap/d","40","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2001","2001","kcal/cap/d","40","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2002","2002","kcal/cap/d","29","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2003","2003","kcal/cap/d","25","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2004","2004","kcal/cap/d","17","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2005","2005","kcal/cap/d","24","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2006","2006","kcal/cap/d","26","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2007","2007","kcal/cap/d","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2008","2008","kcal/cap/d","46","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2009","2009","kcal/cap/d","35","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2010","2010","kcal/cap/d","32","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2011","2011","kcal/cap/d","62","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2012","2012","kcal/cap/d","79","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2013","2013","kcal/cap/d","76","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2014","2014","kcal/cap/d","63","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2015","2015","kcal/cap/d","9","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2016","2016","kcal/cap/d","11","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2017","2017","kcal/cap/d","27","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","35","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2019","2019","kcal/cap/d","48","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2020","2020","kcal/cap/d","51","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/cap/d","35","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2022","2022","kcal/cap/d","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2023","2023","kcal/cap/d","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2000","2000","%","41","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2001","2001","%","41","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2002","2002","%","42","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2003","2003","%","43","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2004","2004","%","44","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2005","2005","%","44","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2006","2006","%","45","X","Figure from international organizations",""
